poll_id,date,title,topics,committees,drucksache_pdf,intro
1087,2015-02-26,Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali) (2015),Außenpolitik und internationale Beziehungen,,,"Mit den Stimmen von CDU/CSU, SPD und Grünen wird der Bundeswehreinsatz in Mali um weitere 15 Monate verlängert. Die Linke stimmt geschlossen dagegen."
1086,2015-02-27,Finanzhilfen für Griechenland 2015,Außenpolitik und internationale Beziehungen|Europapolitik und Europäische Union|Finanzen,,,Der Bundestag hat der Verlängerung der Stabilitätshilfe für Griechenland bis Ende Juni 2015 mit deutlicher Mehrheit zugestimmt.
1090,2015-03-26,Private- und kommunale Holzvermarktung auf Landesebene erlauben,Umwelt|Naturschutz,,,Die Grünen kritisieren unnötige Kartellverfahren gegen Baden-Württemberg in Bezug auf die staatliche Holzvermarktung. Der Antrag wurde abgelehnt.
1088,2015-03-27,PKW-Maut,Finanzen|Verkehr,,,Der Bundestag hat mit den Stimmen von Union und SPD für die Einführung der umstrittenen PKW-Maut gestimmt. Kanzlerin Merkel hatte diese im Wahlkampf zunächst kategorisch ausgeschlossen.
1089,2015-03-27,Für eine nachhaltigere Liegenschaftspolitik des Bundes,"Raumordnung, Bau- und Wohnungswesen|Soziale Sicherung|Naturschutz",,,"Die Grünen sind mit einem Antrag gescheitert, in dem die Bundesregierung aufgefordert wird, eine nachhaltige und zukunftsweisende Liegenschaftspolitik zu fördern."
1091,2015-05-21,Verlängerung Bundeswehreinsatz Liberia (2015),Außenpolitik und internationale Beziehungen,,,Auf Antrag der Bundesregierung hat der Deutsche Bundestag der Verlängerung der Beteiligung bewaffneter deutscher Streitkräfte an der UN-geführten Militärmission in Liberia (UNMIL) zugestimmt.
1092,2015-05-21,Verlängerung Bundeswehreinsatz Somalia (Operation Atalanta) (2015),Verteidigung,,,"Mit den Stimmen von Union und SPD hat sich der Bundestag mehrheitlich für eine Verlängerung des Anti-Piraterieeinsatzes vor der Küste Somalias ausgesprochen. Die Linksfraktion stimmte geschlossen mit Nein, die Grünen enthielten sich mehrheitlich."
1093,2015-05-22,Beschluss des Tarifeinheitsgesetzes,Arbeit und Beschäftigung,,,Mit den Stimmen der Koalitionsfraktionen hat der Bundestag das umstrittene Tarifeinheitsgesetz beschlossen. Gegenstimmen kamen allerdings auch aus den Reihen von Union und SPD.
1096,2015-06-18,Rückwirkende Erhöhung von Kinderfreibetrag und Kindergeld,Familie|Jugend,,,"Union und SPD haben einen Änderungsantrag der Grünen abgelehnt, in dem eine rückwirkende Erhöhung des Kinderfreibetrages sowie des Kindergeldes gefordert wird. Lediglich die Linksfraktion schloss sich der Grünen-Forderung an."
1094,2015-06-19,Verlängerung Bundeswehreinsatz Libanon (UNIFIL) (2015),Außenpolitik und internationale Beziehungen,,,Gegen die Stimmen der Linksfraktion hat der Bundestag eine Verlängerung des Bundeswehreinsatzes im Libanon beschlossen.
1095,2015-06-19,Verlängerung des Bundeswehreinsatzes in Kosovo (KFOR) (2015),Außenpolitik und internationale Beziehungen,,,Der Bundestag hat mit großer Mehrheit die Fortsetzung des Bundeswehreinsatzes im Kosovo beschlossen.
1097,2015-06-19,Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA) (2015),Außenpolitik und internationale Beziehungen,,,Der Deutsche Bundestag hat eine Verlängerung des Bundeswehreinsatzes in Mali beschlossen. Die Beteiligung deutscher Streitkräfte an der Mission der Vereinten Nationen wird um ein Jahr verlängert.
1104,2015-07-02,Neubestimmung Bleiberecht und Aufenthaltsbeendigung für Flüchtlinge (Entschließungsantrag Die Linke),Migration und Aufenthaltsrecht|Familie,,,"Der Bundestag hat sich gegen einen Entschließungsantrag der Linken ausgesprochen, in dem die Fraktion eine grundlegende Öffnung des Aufenthalt- und Asylrechts fordert."
1105,2015-07-02,Neubausubventionen für Atomkraftwerke in der EU verhindern,Energie|Umwelt,,,"Der Antrag der Linken an die Bundesregierung, rechtlich gegen einen EU-Beschluss zur staatlichen Subventionierung des britischen Atomkraftwerkes Hickley Point C vorzugehen, wurde mit den Stimmen der CDU und SPD abgelehnt."
1103,2015-07-17,Verhandlungsmandat für Griechenland-Finanzhilfen,Europapolitik und Europäische Union|Geschäftsordnung,,,"Der Deutsche Bundestag hat die Bundesregierung autorisiert, Verhandlungen über ein drittes Hilfspaket für Griechenland aufzunehmen. Im Regierungslager gab es zahlreiche Gegenstimmen."
1106,2015-08-19,Gewährung eines 86 Mrd. Euro Kreditpakets für Griechenland,Außenpolitik und internationale Beziehungen|Europapolitik und Europäische Union|Finanzen,,,Mit großer Mehrheit hat sich der Deutsche Bundestag für die Gewährung eines 86 Mrd. Euro-Kreditpakets für Griechenland ausgesprochen. Aus den Reihen der Union gab es 63 Nein-Stimmen.
1143,2015-10-01,Bundeswehreinsatz zur Bekämpfung von Menschenschmuggel im Mittelmeer (EUNAFOR MED) (2015),Verteidigung,,,Mit den Stimmen der Großen Koalition hat der Bundestag die Beteiligung der Bundeswehr an einer EU-Operation im Mittelmeer beschlossen. Deren Ziel ist die Bekämpfung des Menschenschmuggels.
1144,2015-10-15,Verschärfung des Asylrechts (Asylpaket I),Außenpolitik und internationale Beziehungen|Migration und Aufenthaltsrecht|Menschenrechte,,,"Gegen die Stimmen der Opposition hat der Bundestag eine Verschärfung des Asylrechts beschlossen. Das Gesetzespaket sieht u.a. vor, drei weitere Balkan-Länder als ""sichere Herkunftsstaaten"" einzustufen."
1145,2015-10-16,Wiedereinführung der Vorratsdatenspeicherung (2015),Innere Sicherheit,,,Union und SPD haben im Eilverfahren die Wiedereinführung der umstrittenen Vorratsdatenspeicherung beschlossen. Linke und Grüne stimmten gegen den Antrag.
1142,2015-11-06,Verbot von geschäftsmäßiger Sterbehilfe,Gesundheit,,,Mit einer fraktionsübergreifenden Mehrheit hat der Bundestag ein Verbot von geschäftsmäßiger Sterbehilfe beschlossen. Bei der Abstimmung war die Fraktionsdisziplin aufgehoben.
1147,2015-11-12,Verlängerung des Bundeswehreinsatzes im Südsudan (UNMISS) (2016),Außenpolitik und internationale Beziehungen,,,Mit den Stimmen der Großen Koalition sowie der Grünen-Fraktion hat der Bundestag das Bundeswehr-Mandat für den Einsatz im Südsudan verlängert.
1148,2015-11-12,Verlängerung Bundeswehr-Einsatz in Darfur (UNAMID) (2015),Außenpolitik und internationale Beziehungen,,,"Mit großer Mehrheit hat der Bundestag beschlossen, die Teilnahme von bis zu 50 Soldatinnen und Soldaten an der UN-Mission UNAMID in der Krisenregion Darfur zu verlängern."
1150,2015-12-03,Umsetzung Aktionsprogramm Klimaschutz 2020,Umwelt,,,"Union und SPD haben mit ihrer Parlamentsmehrheit einen Entschließungsantrag der Grünen zur Umsetzung des ""Aktionsprogramm Klimaschutz 2020"" abgelehnt."
1149,2015-12-04,Bundeswehreinsatz gegen den IS in Syrien (2015),Verteidigung,,,Mit den Stimmen der Regierungsfraktionen hat der Bundestag dem Einsatz deutscher Streitkräfte gegen die Terrormiliz IS in Syrien zugestimmt. Bis zu 1.200 Soldatinnen und Soldaten der Bundeswehr sollen sich an dem Einsatz beteiligen.
1146,2015-12-17,Verlängerung des Afghanistan-Einsatzes der Bundeswehr (2016),Außenpolitik und internationale Beziehungen,,,Der Deutsche Bundestag hat den Abzug der Bundeswehr aus Afghanistan gestoppt und das Kontingent statt dessen aufgestockt. Die Soldatinnen und Soldaten sollen u.a. die afghanischen Sicherheitskräfte ausbilden und beraten.
1151,2015-12-17,Verlängerung des Bundeswehreinsatzes im Mittelmeer (OAE) (2016),Außenpolitik und internationale Beziehungen,,,Der Bundestag hat mehrheitlich die Fortsetzung des Bundeswehreinsatzes im Mittelmeer zur Terrorismusabwehr beschlossen. Hierbei werden bis zu 500 Soldatinnen und Soldaten eingesetzt.
1152,2016-01-28,2016: Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA),Humanitäre Hilfe|Verteidigung,,,Mit großer Mehrheit hat der Bundestag die Fortsetzung des Bundeswehreinsatzes in Mali beschlossen. Einzig die Linksfraktion stimmte geschlossen dagegen.
1153,2016-01-28,Verlängerung des Bundeswehreinsatzes in Nord-Irak (2016),Außenpolitik und internationale Beziehungen,,,"Mit den Stimmen von Union und SPD hat der Bundestag eine Verlängerung des Bundeswehrmandats in Nord-Irak beschlossen. Die Linksfraktion stimmte geschlossen gegen den Antrag, die Grünen enthielten sich mehrheitlich."
1156,2016-02-17,Verlängerung des Bundeswehreinsatzes in Somalia (EUTM) (2016),Außenpolitik und internationale Beziehungen,,,Mit der Regierungsmehrheit hat der Bundestag die Fortsetzung des Bundeswehreinsatzes in Somalia beschlossen. Grüne und Linke stimmten geschlossen gegen den Antrag.
1154,2016-02-25,Verschärfung des Asylrechts (Asylpaket II),Außenpolitik und internationale Beziehungen|Migration und Aufenthaltsrecht|Menschenrechte,,,"Mit den Stimmen von Union und SPD hat der Bundestag eine Verschärfung des Asylrechts beschlossen. Linke und Grüne stimmten gegen das sog. Asylpaket II, ebenso wie 30 SPD-Abgeordnete und ein Parlamentarier der CDU*."
1155,2016-02-25,Neuzulassung von Glyphosat verhindern,Verbraucherschutz|Umwelt|Naturschutz,,,"Die Grünen sind mit ihrem Antrag gescheitert, die Neuzulassung des umstrittenen Unkrautvernichtungsmittels Glyphosat zu verhindern. Unterstützt wurde der Antrag von der Linksfraktion, dagegen stimmten CDU/CSU und SPD."
1157,2016-04-13,Bekämpfung von Korruption im Gesundheitswesen,Gesundheit|Recht|Wirtschaft,,,Der Gesetzentwurf der Bundesregierung soll strafrechtliche Lücken bei der Bekämpfung von Korruption im Gesundheitswesen schließen. Er wurde mit der Mehrheit der Regierungskoalition angenommen.
1158,2016-04-28,Grundsätzliches Fracking-Verbot,Energie|Naturschutz|Wirtschaft,,,Einen Gesetzentwurf der Grünen für ein Verbot der umstrittenen Fracking-Methode haben CDU/CSU und SPD mehrheitlich abgelehnt. Fünf Unions- sowie ein SPD-Politiker stimmten mit der Opposition.
1159,2016-05-12,Verlängerung des Bundeswehreinsatzes in Mali (2016),Außenpolitik und internationale Beziehungen,,,Der Antrag der Bundesregierung zur Verlängerung des Bundeswehreinsatzes in Mali bis längstens 31. Mai 2017 wurde mit großer Mehrheit der Stimmen angenommen.
1160,2016-05-12,Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta) (2016),Außenpolitik und internationale Beziehungen,,,Der Antrag der Bundesregierung zur Verlängerung des Einsatzes in Somalia bis längstens 31. Mai 2017 wurde mit einer großen Mehrheit der Stimmen angenommen.
1453,2016-05-12,Höhere Regionalisierungsmittel für den Bahnverkehr,Verkehr,,,"Mit den Stimmen der Regierungskoalition hat der Bundestag einen Linken-Antrag abgelehnt, mit dem die Oppositionsfraktion mehr Geld für den Bahnverkehr fordert."
1161,2016-05-13,"Einstufung von Algerien, Marokko und Tunesien als sichere Herkunftsstaaten (2016)",Migration und Aufenthaltsrecht,,,"Mit den Stimmen von Union und SPD hat der Bundestag eine Einstufung von Algerien, Marokko und Tunesien als sichere Herkunftsstaaten beschlossen. Linke und Grüne stimmten gegen den Antrag."
1162,2016-06-23,Verlängerung des Bundeswehreinsatzes im Libanon (UNIFIL) (2016),Außenpolitik und internationale Beziehungen,,,Mit den Stimmen der Regierungskoalition und der Grünen wurde der Antrag der Bundesregierung angenommen. Die Linksfraktion stimmte dagegen.
1165,2016-06-23,Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR) (2016),Außenpolitik und internationale Beziehungen,,,Mit großer Mehrheit hat der Bundestag erneut die einjährige Verlängerung des KFOR-Einsatzes beschlossen. Lediglich die Linke stimmte geschlossen gegen den Antrag.
1163,2016-06-24,Fracking-Neuregelung: Verbot von unkonventionellem Fracking,Energie|Naturschutz|Wirtschaft,,,"Der Bundestag hat unkonventionelles Fracking, wie es u.a. in den USA praktiziert wird, im Grundsatz verboten. Nach Ansicht der Opposition geht das Gesetz jedoch nicht weit genug."
1164,2016-06-24,Erbschaftssteuerreform bzg. Firmenerbe,"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft",,,Union und SPD haben mit ihrer Parlamentsmehrheit eine Reform der Erbschaftssteuer beschlossen. Eine Neuregelung war durch ein Urteil des Bundesverfassungsgerichtes notwendig geworden.
1166,2016-07-07,Reform des Sexualstrafrechts (Nein heißt Nein),Frauen|Menschenrechte,,,"Der Bundestag eine Reform des Sexualstrafrechts beschlossen. Künftig gilt der Grundsatz ""Nein heißt Nein""."
1167,2016-07-08,Reform des Erneuerbare-Energien-Gesetzes (EEG),Energie|Verbraucherschutz|Umwelt,,,Der Bundestag hat mit den Stimmen der Regierungsfraktionen eine Reform des Erneuerbare-Energien-Gesetzes (EEG) beschlossen. Nicht alle Abgeordneten von Union und SPD stimmten für den Antrag.
1196,2016-09-22,CETA weiterverfolgen,Außenwirtschaft|Wirtschaft,,,"Der Bundestag hat den Beschluss des Rates der Europäischen Union, das umstrittene Freihandelsabkommen CETA weiterzuverfolgen, mit den Stimmen der Regierungsfraktionen angenommen."
1195,2016-09-29,Bundeswehrbeteiligung an NATO-Operation SEA GUARDIAN (2016),Verteidigung,,,Der Bundestag hat mit 441 Ja-Stimmen und 117 Nein-Stimmen die Beteiligung der Bundeswehr an einer NATO-geführten Operation im Mittelmeer beschlossen.
1197,2016-09-29,Mietrechtsreform 2016,"Raumordnung, Bau- und Wohnungswesen|Verbraucherschutz",,,"Die Forderung der Linksfraktion an die Bundesregierung, ein zweites Reformpaket zum Schutz der Mieterinnen und Mieter vorzulegen, wurde mehrheitlich abgelehnt."
1198,2016-09-29,Privatisierung von Bundesliegenschaften stoppen,"Raumordnung, Bau- und Wohnungswesen",,,Der Antrag der Fraktion DIE LINKE. wurde mehrheitlich abgelehnt.
1200,2016-11-10,Einsatz deutscher Streitkräfte gegen den IS in Syrien (2016),Verteidigung,,,Mit den Stimmen der Regierungskoalition hat der Bundestag ein Fortsetzung des Bundeswehreinsatzes gegen die Terrormiliz IS beschlossen.
1199,2016-11-11,Arzneimittelreform,"Gesundheit|Wissenschaft, Forschung und Technologie|Forschung",,,Der Bundestag hat eine ethisch und rechtlich umstrittene Arzneimittelreform beschlossen. Dabei geht es u.a. um die Forschung an Patienten wie beispielsweise Demenzkranken.
1201,2016-11-25,Haushalt 2017,Finanzen,,,Mit den Stimmen der Regierungskoalition hat der Bundestag für das Haushaltsgesetz 2017 gestimmt.
1202,2016-12-01,Anpassung des Seefischereigesetzes an das EU-Recht,Umwelt|Naturschutz|Wirtschaft,,,Der Deutsche Bundestag hat ohne Gegenstimmen das Gesetz zur Änderung des Seefischereigesetzes beschlossen. Ziel war die Anpassung an das EU-Recht. B90/Die Grünen und Die Linke enthielten sich.
1203,2016-12-01,Aktualisierung des Regelbedarfs und der Regelbedarfsstufen,Recht|Soziale Sicherung,"Ausschuss für Arbeit und Soziales|Ausschuss für Familie, Senioren, Frauen und Jugend",,Mit den Stimmen der Großen Koalition hat der Bundestag einen Gesetzentwurf zur Ermittlung von Regelbedarfen angenommen. Mit der Annahme geht eine Änderung des Zweiten und des Zwölften Buches Sozialgesetzbuch einher.
1204,2016-12-15,Gesetzesentwurf zur Verantwortung für die kerntechnische Entsorgung,Energie|Umwelt|Naturschutz,,,"Mit den Stimmen von Union, SPD und Grünen hat der Bundestag ein Gesetz zur Neuordnung der Verantwortung in der kerntechnischen Entsorgung angenommen."
1205,2016-12-15,Verlängerung des Bundeswehreinsatzes in Südsudan (2016),Außenpolitik und internationale Beziehungen,,,Der Bundestag hat dem Antrag der Bundesregierung zur Fortsetzung der Beteiligung deutscher Streitkräfte an der von den Vereinten Nationen geführten Friedensmission in Südsudan mehrheitlich zugestimmt. Das neue Mandat gilt für ein Jahr.
1206,2016-12-15,Verlängerung des Bundeswehreinsatzes in Darfur (2016),Außenpolitik und internationale Beziehungen,,,Der Bundestag hat dem Regierungsantrag zur Fortsetzung der Beteiligung deutscher Streitkräfte an an der UN-Mission in Dafur zugestimmt. Das Mandat läuft bis zum 31. Dezember 2017.
1207,2016-12-15,Gesetz zur Bekämpfung der Schwarzarbeit,Arbeit und Beschäftigung|Recht,,,"Der Bundestag hat mit den Stimmen von Union, SPD und Grünen einem Gesetz zur Stärkung der Bekämpfung von Schwarzarbeit und illegalen Beschäftigungen beschlossen."
1208,2016-12-15,Verlängerung des Bundeswehreinsatz in Afghanistan (2016),Außenpolitik und internationale Beziehungen,,,Der Bundestag hat einem Antrag der Bundesregierung zur Fortsetzung des Bundeswehreinsatzes in Afghanistan zugestimmt. Das Mandat läuft bis zum 31. Dezember 2017.
1194,2017-01-19,Antrag auf Verkauf des Dragoner-Areals,"Raumordnung, Bau- und Wohnungswesen",,,Den Antrag der Linksfraktion zum Verkauf des Dragoner-Areals an das Land Berlin wurde mit den Stimmen der SPD und CDU/CSU abgelehnt.
1209,2017-01-19,Angleichung der Rentenansprüche von DDR-Bergleuten,Senioren|Deutsche Einheit / Innerdeutsche Beziehungen (bis 1990)|Soziale Sicherung,,,Der Antrag der Linken zur Anpassung der Regelung der Rentenansprüche von Bergleuten aus der DDR wurde mit den Stimmen der Regierungsfraktionen bei Enthaltung der Grünen abgelehnt.
1210,2017-01-19,Angleichung der Rentenansprüche von DDR-Krankenschwestern,Senioren|Deutsche Einheit / Innerdeutsche Beziehungen (bis 1990)|Soziale Sicherung,,,"Die Linksfraktion ist mit einem Antrag gescheitert, der die Rentenangleichung von Krankenschwestern aus der ehemaligen DDR vorsah."
1211,2017-01-26,Fortsetzung des Bundeswehreinsatzes in Mali,Verteidigung,,,Der Bundestag hat eine Ausweitung des Bundeswehreinsatzes in Mali beschlossen. Als einzige Fraktion stimmte die Linke geschlossen gegen den Regierungsantrag.
1212,2017-01-26,Fortsetzung der Ausbildungsunterstützung im Irak (2017),Außenpolitik und internationale Beziehungen|Verteidigung,,,Der Bundestag hat die Fortsetzung der Ausbildungsunterstützung im Irak beschlossen. Die Linke stimmte als einzige Fraktion geschlossen gegen den Antrag.
1218,2017-03-09,Verbesserung der Mietpreisbremse,"Gesellschaftspolitik, soziale Gruppen|Raumordnung, Bau- und Wohnungswesen|Recht",,,"Die Linksfraktion ist mit einem Antrag zur Ausgestaltung der Mietpreisbremse gescheitert. Mit dem Antrag sollte die Mietpreisbremse u.a. auf das gesamte Bundesgebiet ausgedehnt werden, außerdem sollten bei Verstößen durch Vermieter Sanktionen erfolgen."
1219,2017-03-09,Keine Erhöhung der Verteidigungsausgaben auf 2 Prozent des BIP,"Öffentliche Finanzen, Steuern und Abgaben|Haushalt|Verteidigung",,,"Die Linksfraktion ist mit ihrem Antrag gescheitert, in dem sie sich gegen die Erhöhung der Verteidigungsausgaben auf 2 Prozent des Bruttoinlandsproduktes ausspricht. Dieses mittelfristige Ziel hat die NATO kürzlich beschlossen."
1220,2017-03-24,Anpassung der PKW-Maut,"Öffentliche Finanzen, Steuern und Abgaben|Verkehr|Wirtschaft",,,Der Bundestag hat die Regierungsentwürfe zur Änderung an der sogenannten PKW-Maut mit den Stimmen der Koalitionsfraktionen angenommen.
1221,2017-03-30,Bundeswehreinsatz in Somalia (EUTM) (2017),Verteidigung,,,Der Bundestag hat die Verlängerung des Somalia-Einsatzes um ein weiteres Jahr beschlossen. Grüne und Linke stimmten geschlossen gegen den Regierungsentwurf.
1222,2017-03-30,Einführung eines Verbandsklagerechts im Lohngerechtigkeitsgesetz,Arbeit und Beschäftigung|Frauen|Recht,,,"Die Grünen sind mit ihrem Änderungsantrag gescheitert, durch den ein Verbandsklagerecht im Lohngerechtigkeitsgesetz eingeführt werden solle. Auch zwei weitere Änderungsanträge der Oppositionsfraktion wurden in diesem Zusammenhang von der Regierungsmehrheit abgelehnt."
1223,2017-05-18,Verlängerung des Bundeswehreinsatzes in Mali (EUTM) (2017),Außenpolitik und internationale Beziehungen,,,"Mit den Stimmen von Union, SPD und Grünen hat das Parlament den Bundeswehreinsatz in Mali um ein weiteres Jahr verlängert."
1224,2017-05-18,Verlängerung des Bundeswehreinsatzes in Somalia (Atalanta) (2017),Außenpolitik und internationale Beziehungen,,,Die Bundeswehr wird sich für weitere zwölf Monate an der Bekämpfung der Piraterie vor der Küste Somalias beteiligen. Das hat der Bundestag beschlossen.
1217,2017-06-01,Schaffung einer zentralen Gesellschaft für Autobahnen und Bundesstraßen,Verkehr|Wirtschaft,,,Der Bundestag hat mit einer 2/3-Mehrheit die Schaffung einer Infrastrukturgesellschaft ab 2020 beschlossen. Kritiker befürchten dadurch eine Privatisierung von Autobahnen durch die Hintertür - die Regierungskoalition weist dies zurück.
1225,2017-06-01,Neuregelung des bundesstaatlichen Finanzausgleichs,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Haushalt",,,"Das Gesetzespaket, mit dem der bundesstaatliche Finanzausgleich neugeregelt wurde, umfasste mehrere Grundgesetzänderungen. Hierfür war eine 2/3-Mehrheit des Bundestages erforderlich."
1226,2017-06-01,Vorläufiger Abschiebestopp nach Afghanistan,Migration und Aufenthaltsrecht|Humanitäre Hilfe|Menschenrechte,,,Die Regierungskoalition hat einen vorläufigen Abschiebestopp nach Afghanistan beschlossen. Den Oppositionsfraktionen ging der Beschluss nicht weit genug - sie stimmten deswegen geschlossen mit Nein.
1227,2017-06-08,Rentenüberleitungsgesetz,Senioren|Deutsche Einheit / Innerdeutsche Beziehungen (bis 1990)|Soziale Sicherung,,,"Mit den Stimmen der Union und SPD hat das Parlament den Gesetzentwurf der Bundesregierung zur Rentenangleichung beschlossen. Die Linksfraktion enthielt sich der Stimme, die Abgeordneten der Grünen votierten mit Nein."
1228,2017-06-21,Verlegung der Bundeswehr aus der Türkei nach Jordanien,Außenpolitik und internationale Beziehungen|Verteidigung,,,Der Bundestag hat mit den Stimmen von Union und SPD eine Verlegung des Bundeswehrkontingents aus dem türkischen Incirlik nach Al Azraq in Jordanien beschlossen. Linke und Grüne stimmten mehrheitlich dagegen.
1230,2017-06-22,Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR) (2017),Außenpolitik und internationale Beziehungen|Verteidigung,,,Die Bundeswehr wird für weitere zwölf Monate im Kosovo stationiert sein. Dies beschloss der Bundestag mit den Stimmen der Regierungskoalition und den Grünen. Die Linksfraktion stimmte geschlossen gegen die Verlängerung.
1231,2017-06-22,Ausschluss extremistischer Parteien von der Parteienfinanzierung,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Politisches Leben, Parteien",,,Mit einer 2/3 Mehrheit beschloss der Bundestag eine Änderung des Grundgesetzes. Dadurch werden extremistische Parteien künftig von der staatlichen Parteienfinanzierung ausgeschlossen.
1229,2017-06-23,Abschaffung der sachgrundlosen Befristung,Arbeit und Beschäftigung|Recht,Ausschuss für Arbeit und Soziales,,"Der Bundestag hat einen Antrag der Linken zur Abschaffung der sachgrundlosen Befristung von Arbeitsverträgen mehrheitlich abgelehnt. Die Regierungskoalition stimmte mit Nein, die Grünen enthielten sich der Stimme."
1233,2017-06-29,Verlängerung des Bundeswehreinsatzes im Mittelmeer (EUNAVFOR MED) (2017),Außenpolitik und internationale Beziehungen,,,Gegen die Stimmen der Opposition hat der Bundestag die Verlängerung des Bundeswehreinsatzes im Mittelmeer um ein weiteres Jahr beschlossen.
1234,2017-06-29,Verlängerung des Bundeswehreinsatzes im Libanon (UNIFIL) (2017),Außenpolitik und internationale Beziehungen,,,Gegen die Stimmen der Linksfraktion hat der Bundestag den Einsatz der Bundeswehr im Libanon verlängert.
1232,2017-06-30,Ehe für Alle,"Gesellschaftspolitik, soziale Gruppen",,,"In einer Abstimmung ohne Fraktionsdisziplin hat der Bundestag mit den Stimmen von SPD, Linken und Grünen sowie mehreren Unions-Abgeordneten die sogenannte Ehe für Alle beschlossen."
1237,2017-12-12,Verlängerung Ausbildungsfortsetzung Irak,Außenpolitik und internationale Beziehungen|Verteidigung,,,"Der Bundestag hat der Verlängerung der Ausbildungsunterstützung im Irak mit den Stimmen von CDU/CSU, FDP und der Mehrheit der SPD zugestimmt."
1240,2017-12-12,Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2017/2018),Außenpolitik und internationale Beziehungen|Verteidigung,,,"Der Bundestag hat mit den Stimmen von CDU/CSU, FDP, Grüne und SPD für die Einsatzverlängerung der Bundeswehr der NATO-Mission MINUSMA gestimmt."
1241,2017-12-12,Verlängerung der Bundeswehrbeteiligung an NATO-Operation SEA GUARDIAN (2017),Außenpolitik und internationale Beziehungen|Verteidigung,,,Der Bundestag hat mit 530 Ja-Stimmen und 137 Nein-Stimmen die Einsatzverlängerung der Bundeswehr an der NATO-geführten Operation SEA GUARDIAN im Mittelmeer beschlossen.
1244,2017-12-12,Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017),Außenpolitik und internationale Beziehungen|Verteidigung,,,Mit den Stimmen der Regierungskoalition hat der Bundestag ein Fortsetzung des Bundeswehreinsatzes gegen die Terrormiliz IS beschlossen.
1245,2017-12-12, Verlängerung des Bundeswehreinsatzes in Afghanistan (2017),Außenpolitik und internationale Beziehungen|Verteidigung,,,Der Bundestag hat einem Antrag der Bundesregierung zur Fortsetzung des Bundeswehreinsatzes in Afghanistan zugestimmt. Das Mandat läuft bis zum 31. März 2018.
1238,2017-12-13,Verlängerung des Bundeswehreinsatzes im Südsudan (UNMISS 2017),Außenpolitik und internationale Beziehungen|Verteidigung,,,"Der Bundestag hat die Einsatzverlängerung der Bundeswehr im Südsudan mit Stimmen der CDU/CSU, SPD, FDP und Grünen angenommen."
1239,2017-12-13,Verlängerung des Darfur-Einsatzes (UNAMID 2017),Außenpolitik und internationale Beziehungen|Verteidigung,,,"Mit den Stimmen von CDU/CSU, SPD, AfD, FDP und Grünen hat der Bundestag der Einsatzverlängerung der Bundeswehr in der Region Darfur zugestimmt."
1246,2017-12-13,Diätenanpassung der Abgeordneten,"Bundestag|Politisches Leben, Parteien",,,"Der Bundestag hat dem von CDU/CSU, SPD und FDP eingereichten Antrag zur automatischen Anpassung der Abgeordnetendiäten zugestimmt."
1261,2018-02-01,Gesetzesentwurf der Union zum Familiennachzug,Außenpolitik und internationale Beziehungen|Migration und Aufenthaltsrecht,,http://dip21.bundestag.de/dip21/btd/19/002/1900241.pdf,"Der Bundestag hat den Gesetzesentwurf der CDU/CSU-Fraktion zur Verlängerung der Aussetzung des Familiennachzugs subsidiärer geschützter Personen mit den Stimmen von CDU/CSU und SPD angenommen. Zu dem Thema Familiennachzug gab es ebenfalls Gesetzesentwürfe von LINKEN , AfD , FDP und GRÜNEN . Neben diesem Gesetzesentwurf der Union wurde auch über die der Fraktion DIE LINKEN und der AfD namentlich abgestimmt wurde."
1262,2018-02-01,Gesetzesentwurf der Linksfraktion zum Familiennachzug,Außenpolitik und internationale Beziehungen|Migration und Aufenthaltsrecht,,http://dip21.bundestag.de/dip21/btd/19/002/1900241.pdf,"Der Gesetzesentwurf der Linksfraktion sieht vor, die Aussetzung des Familiennachzugs bei subsidiär Schutzberechtigten Geflüchteten mit sofortiger Wirkung aufzuheben. Der Antrag wurde mit 123 zu 554 Stimmen abgelehnt. Zu dem Thema Familiennachzug gab es ebenfalls Gesetzesentwürfe von CDU/CSU , AfD , FDP und GRÜNEN . Neben diesem Gesetzesentwurf der Linksfraktion wurde auch über die der CDU/CSU und der AfD namentlich abgestimmt."
1263,2018-02-01,Gesetzesentwurf der AfD zum Familiennachzug,Migration und Aufenthaltsrecht,,http://dip.bundestag.de/btd/19/001/1900182.pdf,"Der Gesetzesentwurf der AfD zum Familiennachzug subsidiär geschützter Personen wurde mit den Stimmen von CDU/CSU, SPD, Grüne, Linke und FDP abgelehnt. Zu dem Thema Familiennachzug gab es ebenfalls Gesetzesentwürfe von CDU/CSU , LINKEN , FDP und GRÜNEN . Neben diesem Gesetzesentwurf der AfD wurde auch über die der Fraktion DIE LINKE und der CDU/CSU namentlich abgestimmt."
